"","ID_FloraAlpina","ID","SpeciesName","CompleteName","Repr_mode","Repr_mode_summ","GS","1C","Ploidy","Ploidy_summ","PloidyEvenOdd","Chr.number","GS_per_chrm","Altitude","elevation_Ozenda","Longevity","BiologicalForm","Endemic","Indigenous","Distribution","Sect_Occ","Collinaire","Montane","Subalpine","Alpine","Nival","Init.month","Tot.months","End.month","Phytosociology","Habitat","Ca","Ca.Si","Si","pH","N","Water","w"
"Cirsium_rivulare","124.61.6.0","A28","Cirsium_rivulare","Cirsium rivulare (Jacq.) All.","Sexual","Sexual",2.5,1.25,"2x","2x","Even",34,0.0735294117647059,736,700,"v","H","N","Y","Eur.",27,2,2,0,0,0,6,3,8,"Calthion palustris","1.4, (2.6), 4.1, 5.1, 6.3.2",2,2,2,"neu","med","Wet",1
"Cirsium_tuberosum","124.61.5.0","FR525","Cirsium_tuberosum","Cirsium tuberosum (L.) All.","Sexual","Sexual",2.8,1.4,"2x","2x","Even",34,0.0823529411764706,1289,910,"v","G, H","N","Y","Eur.",18,2,2,1,0,0,6,3,8,"Molinion","1.4, (2.1, 2.2, 2.5.2), 2.6, 5.1, (6.2), 6.3.2, 6.7, 7.4.2, 9.1.1",2,2,1,"bas","low","Average",1
"Cirsium_vulgare","124.61.4.0","FR524","Cirsium_vulgare","Cirsium vulgare (Savi) Ten.","Sexual","Sexual",2.76,1.38,"2x","2x","Even",34,0.0811764705882353,1440,910,"b","H","N","Y","Eurasiat.",54,2,2,1,0,0,6,4,9,"Artemisietea vulgaris","(2.1), 2.2, 2.5.2, 2.6, 6.3.1, (7.4.2, 9.2.2)",2,2,2,"neu","hig","Average",0
"Cirsium_monspessulanum","124.61.17.0","FR195","Cirsium_monspessulanum","Cirsium monspessulanum (L.) Hill","Sexual","Sexual",2.395,1.1975,"2x","2x","Even",34,0.0704411764705882,1263.33333333333,910,"v","H","N","Y","Medit.",11,2,2,1,0,0,6,3,8,"Molinio-Holoschoenion","1.4, 2.5.1, 4.1, 4.2, 5.1, 6.3.2",2,2,2,"neu","hig","Wet",1
"Cirsium_arvense","124.61.19.0","FR423","Cirsium_arvense","Cirsium arvense (L.) Scop.","Sexual","Sexual",2.76,1.38,"2x","2x","Even",34,0.0811764705882353,1613,910,"v","G","N","Y","Eurasiat.",54,2,2,1,0,0,7,3,9,"Stellarietea mediae","2.1, 2.2, 2.5, 2.6, (6.3.1, 6.7, 9.2.2)",2,2,2,"neu","hig","Average",0
"Cirsium_eriophorum","124.61.3.1","FR618","Cirsium_eriophorum","Cirsium eriophorum (L.) Scop. subsp. eriophorum","Sexual","Sexual",3.76,1.88,"2x","2x","Even",34,0.110588235294118,1716,1190,"b","H","N","Y","Eur.-Mont.",38,1,2,2,0,0,6,4,9,"Onopordetalia acanthii","(2.1.2), 2.2, 2.4, 2.6, 6.2, 7.4.2, (9.2.2)",2,2,1,"bas","hig","Dry",0
"Cirsium_pannonicum","124.61.15.0","A7","Cirsium_pannonicum","Cirsium pannonicum (L. f.) Link","Sexual","Sexual",2.59,1.295,"2x","2x","Even",34,0.0761764705882353,453,700,"v","H","N","Y","E-Eur.",16,2,2,0,0,0,5,4,8,"Cirsio-Brachypodion","6.2, 6.3.2, 6.7, 7.2, 7.4.2, 9.3",2,2,1,"bas","low","Dry",1
"Leontodon_incanus_subsp._tenuiflorus","124.83.8.2","CH34","Leontodon_incanus_subsp._tenuiflorus","Leontodon incanus subsp. tenuiflorus (Gaudin) Schinz & R. Keller","Sexual","Sexual",2.26,1.13,"2x","2x","Even",8,0.2825,618,910,"v","H","Y","Y","E-Alp.",11,2,2,1,0,0,4,3,6,"Festuco-Brometea","(2.5.2), 3.2, 6.2, (6.5.1, 8.2), 9.1.1",2,0,0,"bas","low","veryDry",0
"Leontodon_hispidus","124.83.5.0","FR340","Leontodon_hispidus","Leontodon hispidus L.","Sexual","Sexual",4.96,2.48,"2x","2x","Even",14,0.354285714285714,1890,1850,"v","H","N","Y","Eur.",55,2,2,2,2,2,6,5,10,"Arrhenatheretalia elatioris","(2.2, 2.5.2, 3.2, 3.3, 4.1, 5.1), 6.2, 6.3, 6.5.1, (7.1, 9.1.1, 9.1.2)",2,2,2,"neu","med","Average",0
"Leontodon_crispus","124.83.7.0","FR217","Leontodon_crispus","Leontodon crispus Vill.","Sexual","Sexual",5.11,2.555,"2x","2x","Even",8,0.63875,1772,910,"v","H","N","Y","S-Eur.",24,2,2,1,0,0,5,3,7,"Ononidetalia","(3.2, 3.3), 6.2, 7.3",2,1,0,"bas","low","veryDry",0
"Serratula_tinctoria","124.65.1.2","IT96","Serratula_tinctoria","Serratula tinctoria subsp. monticola (Boreau) Berher","Sexual","Sexual",4.5,2.25,"2x","2x","Even",22,0.204545454545455,806,1610,"v","H","N","Y","S-Eur.-Mont.",21,0,2,2,1,0,7,4,10,"Caricion ferrugineae","(5.1, 5.2), 6.5.1, (7.1), 8.2",2,2,1,"bas","med","Average",0
"Erigeron_schleicheri","124.6.5.0","FR492","Erigeron_schleicheri","Erigeron gaudinii Brügger","Sexual","Sexual",3.025,1.5125,"2x","2x","Even",18,0.168055555555556,1935.5,1470,"v","H","N","Y","Alp.",23,1,1,2,1,0,7,2,8,"Androsacion vandellii","3.2, (3.3, 6.5.1)",2,1,1,"neu","low","Dry",0
"Rhaponticum_scariosum","124.67.1.1","CH171","Rhaponticum_scariosum","Stemmacantha rhapontica (L.) Dittrich subsp. rhapontica","Sexual","Sexual",2.15,1.075,"2x","2x","Even",26,0.0826923076923077,1933,1400,"v","H","Y","Y","E-Alp.",16,0,2,2,0,0,6,3,8,"Calamagrostion arundinaceae","(4.2), 6.5.1, 7.2, (8.1, 8.2); (2.9.2)",2,2,0,"bas","hig","Average",0
"Onopordium_acanthium","124.63.1.0","FR401","Onopordium_acanthium","Onopordum acanthium L.","Sexual","Sexual",2.75,1.375,"2x","2x","Even",34,0.0808823529411765,420,910,"b","H","N","Y","Eurasiat.",28,2,2,1,0,0,7,3,9,"Onopordion acanthii","2.2, (2.4)",2,2,1,"bas","hig","Dry",0
"Erigeron_alpinus","124.6.6.0","FR677b","Erigeron_alpinus","Erigeron alpinus L.","Sexual","Sexual",3.14,1.57,"2x","2x","Even",18,0.174444444444444,2135.5,1890,"v","H","N","Y","S-Eur.-Mont.",44,0,1,2,2,0,7,3,9,"Elyno-Seslerietea variae, Juncetea trifidi","(3.2, 6.2, 6.3.1), 6.5",2,2,2,"neu","low","Dry",0
"Cirsium_heterophyllum","124.61.14.0","FR567","Cirsium_heterophyllum","Cirsium helenioides (L.) Hill","Sexual","Sexual",2.5,1.25,"2x","2x","Even",34,0.0735294117647059,1908,1190,"v","H","N","Y","Eurosib.",36,1,2,2,0,0,6,3,8,"Filipendulo-Convolvuletea","1.4, 2.4, 2.5.1, 2.6, 4.2, (5.1), 6.3.1, 7.2, 7.4.1, (8.1, 9.1.2, 9.2.2)",1,2,2,"neu","hig","Wet",0
"Erigeron_acris_subsp._acris","124.6.3.1","FR509","Erigeron_acris_subsp._acris","Erigeron acer L. subsp. acer","Sexual","Sexual",3.015,1.5075,"2x","2x","Even",18,0.1675,1697.5,910,"b, v","H","N","Y","Eurasiat./N-Am.",40,2,2,1,0,0,6,5,10,"Festuco-Brometea","(2.1.2, 2.2), 2.6.2, 3.1, 3.5, 6.2",2,2,2,"neu","low","Dry",0
"Carduus_defloratus_subsp._summanus","124.60.9.5","A40","Carduus_defloratus_subsp._summanus","Carduus defloratus subsp. tridentinus (Evers) Murr","Sexual","Sexual",2.05,1.025,"2x","2x","Even",20,0.1025,695,1250,"v","H","Y","Y","Alp.",19,2,2,2,1,0,7,2,8,"Festucion variae","(2.2), 2.6, 3.2, 3.3, 6.2, 6.5.1, (6.7, 7.1, 7.2, 9.1.1, 9.1.2)",0,1,2,"neu","med","Dry",0
"Cirsium_spinosissimum","124.61.12.0","FR651","Cirsium_spinosissimum","Cirsium spinosissimum (L.) Scop.","Sexual","Sexual",2.68,1.34,"2x","2x","Even",34,0.0788235294117647,2504.5,2100,"v","H","Y","Y","Alp.",48,0,0,2,2,0,7,2,8,"Rumicion alpini","2.4, 3.3, 3.4, 4.1, 4.2, 6.5.1, (6.6), 7.2",2,2,2,"neu","hig","Wet",1
"Cirsium_acaule","124.61.13.0","FR249","Cirsium_acaule","Cirsium acaule Scop.","Sexual","Sexual",2.7205,1.36025,"2x","2x","Even",34,0.0800147058823529,1857.25,1400,"v","H","N","Y","Eur.",48,1,2,2,1,0,7,3,9,"Festuco-Brometea","(2.1.2, 2.2), 6.2, (6.3.1), 6.5.1, (6.7, 7.1, 9.1.1)",2,2,1,"bas","med","Dry",1
"Cirsium_oleraceum","124.61.11.0","A25","Cirsium_oleraceum","Cirsium oleraceum (L.) Scop.","Sexual","Sexual",2.475,1.2375,"2x","2x","Even",34,0.0727941176470588,553,910,"v","H","N","Y","Eurosib.",42,2,2,1,0,0,7,3,9,"Molinietalia caeruleae","1.4, 2.5.1, 2.6, 4.1, 4.2, 5.1, 5.2, 6.3.2, 7.2, 7.4.1, (9.1.2, 9.2.2, 9.2.3, 9.2.5)",2,2,1,"bas","hig","Wet",1
"Carduus_crispus","124.60.5.0","CH106","Carduus_crispus","Carduus crispus L.","Sexual","Sexual",2.82,1.41,"2x","2x","Even",16,0.17625,667,910,"b","H","N","Y","Eurosib.",30,2,2,1,0,0,7,3,9,"Artemisietea vulgaris","(2.1), 2.2, (2.3), 2.5.1, (6.7), 7.2, (7.4.2, 9.2.2)",2,2,2,"neu","hig","Average",0
"Carduus_personata","124.60.4.1","A111","Carduus_personata","Carduus personata (L.) Jacq. subsp. personata","Sexual","Sexual",2,1,"2x","2x","Even",18,0.111111111111111,1623,1400,"(b), v","H","N","Y","S-Eur.-Mont.",47,0,2,2,0,0,7,3,9,"Arunco-Petasition","(2.2, 2.4, 2.5.1, 2.6), 4.2, 6.3.1, (7.1), 7.2, (8.1, 8.2, 9.2.2, 9.2.3, 9.2.5)",2,2,1,"bas","hig","Wet",0
"Staehelina_dubia","124.58.1.0","FR728","Staehelina_dubia","Staehelina dubia L.","Sexual","Sexual",1.34,0.67,"2x","2x","Even",30,0.0446666666666667,609,583.333333333333,"t","C","N","Y","Medit.",10,2,1,0,0,0,5,4,8,"Rosmarinetea","3.2, 6.2, 7.3",2,2,1,"neu","low","veryDry",0
"Cirsium_carniolicum","124.61.10.0","MB103","Cirsium_carniolicum","Cirsium carniolicum Scop.","Sexual","Sexual",2.39,1.195,"2x","2x","Even",34,0.0702941176470588,1284,1190,"v","H","Y","Y","E-Alp.",11,1,2,2,0,0,6,3,8,"Adenostylion","2.6, 4.2, 6.3.1, 6.5.1, 7.1, 7.2, 8.1, 8.2",2,2,0,"bas","hig","Wet",0
"Arctium_minus","124.56.3.1","FR490","Arctium_minus","Arctium minus Bernh. subsp. minus","Sexual","Sexual",4.235,2.1175,"2x","2x","Even",36,0.117638888888889,1638,910,"a, b","T, H","N","Y","Eur.",35,2,2,1,0,0,7,3,9,"Arction lappae","2.2, 2.5.1, 2.6, 7.4.2",2,2,2,"neu","hig","Average",0
"Saussurea_alpina","124.57.2.1","FR637","Saussurea_alpina","Saussurea alpina (L.) DC. subsp. alpina","Sexual","Sexual",9.52,2.38,"4x","4x","Even",52,0.183076923076923,2745,2216.66666666667,"v","H","N","Y","Arct.-Alp.",31,0,0,1,2,0,7,3,9,"Oxytropido-Elynion","3.2, 3.3, (5.2), 6.5, (7.1)",2,2,2,"neu","med","Average",0
"Carduus_defloratus","124.60.9.3","FR418","Carduus_defloratus","Carduus defloratus subsp. carlinifolius (Lam.) Ces.","Sexual","Sexual",2.25,1.125,"2x","2x","Even",22,0.102272727272727,1850,1400,"v","H","N","Y","SW-Eur.-Mont.",9,1,2,2,1,0,7,2,8,"Elyno-Seslerietea variae","(2.2), 2.6, 3.2, 3.3, 6.2, 6.5.1, (7.2, 8.2, 9.1.1)",2,2,2,"bas","med","Dry",0
"Hypochaeris_maculata","124.82.1.0","FR438","Hypochaeris_maculata","Hypochaeris maculata L.","Sexual","Sexual",8.54666666666667,4.27333333333333,"2x","2x","Even",10,0.854666666666667,1764.66666666667,1250,"v","H","N","Y","Eurosib.",45,2,2,2,1,0,5,4,8,"Festuco-Brometea","6.2, 6.3.2, 6.4, 6.5.1, (6.7, 7.1, 7.4.2, 9.1.1, 9.3)",2,2,1,"bas","med","Dry",1
"Scorzoneroides_autumnalis","124.83.4.0","CH180","Scorzoneroides_autumnalis","Leontodon autumnalis L.","Sexual","Sexual",3.21,1.605,"2x","2x","Even",12,0.2675,1950,1050,"v","H","N","Y","Eurasiat.",52,2,2,2,0,0,6,4,9,"Cynosurion","(2.2, 2.4, 2.5.2), 2.7, (3.5, 5.1), 6.3.1",2,2,2,"neu","med","Average",1
"Centaurea_vallesiaca","124.68.9.0","CH142","Centaurea_vallesiaca","Centaurea valesiaca (DC.) Jord.","Sexual","Sexual",1.97,0.985,"2x","2x","Even",18,0.109444444444444,663,910,"b","H","Y","Y","W-Alp.",4,2,2,1,0,0,7,3,9,"Stipo-Poenion perconcinnae","(2.1.2, 2.2), 3.1, 3.2, (3.3), 6.2, (7.4.2, 9.1.1)",2,2,1,"bas","low","veryDry",0
"Centaurea_jacea_subsp._gaudinii","124.68.16.3","IT86","Centaurea_jacea_subsp._gaudinii","Centaurea jacea subsp. gaudinii (Boiss. & Reut.) Gremli","Sexual","Sexual",2.235,0.55875,"4x","4x","Even",44,0.0507954545454545,731.5,910,"v","H","N","Y","SE-Eur.-Mont.",22,2,2,1,0,0,6,3,8,"Diplachnion","(2.6, 3.2), 6.2, 6.7, 7.1, 7.4.2, 9.1.1, 9.2.4",1,2,2,"neu","low","veryDry",0
"Scorzoneroides_montana","124.83.3.1","A116","Scorzoneroides_montana","Leontodon montanus Lam. subsp. montanus","Sexual","Sexual",4.74333333333333,1.18583333333333,"4x","4x","Even",12,0.395277777777778,2386,2216.66666666667,"v","H","N","Y","S-Eur.-Mont.",42,0,0,1,2,0,7,2,8,"Thlaspion rotundifolii","(2.5), 3.3, (6.5.1)",2,0,0,"bas","low","Average",0
"Erigeron_canadensis","124.7.1.0","IT78","Erigeron_canadensis","Conyza canadensis (L.) Cronquist","Sexual","Sexual",0.985,0.4925,"2x","2x","Even",18,0.0547222222222222,468,910,"a, b","T, H","N","N","N-Am.(-Cosmop.)",54,2,2,1,0,0,6,4,9,"Stellarietea mediae","2.1, 2.2, 2.5.2, (2.6, 3.1, 3.2, 3.3, 3.5)",2,2,1,"bas","med","Dry",0
"Cyanus_segetum","124.68.31.0","FR384","Cyanus_segetum","Centaurea cyanus L.","Sexual","Sexual",1.74,0.87,"2x","2x","Even",24,0.0725,1096,910,"a","T","N","Y","Medit.(-Subcosmop.)",44,2,2,1,0,0,5,6,10,"Centaureetalia cyani","2.1, (2.2, 2.5.2)",2,2,2,"neu","low","Dry",0
"Cyanus_triumfettii","124.68.30.0","CH48","Cyanus_triumfettii","Centaurea triumfettii All.","Sexual","Sexual",3.14,1.57,"2x","2x","Even",22,0.142727272727273,413,1050,"v","H","N","Y","S-Eur./W-Asiat.",34,2,2,2,0,0,5,4,8,"Geranion sanguinei","(3.2), 6.2, 6.5.1, 6.7, (7.1, 7.2), 7.4.2, (9.1.1, 9.2.4)",2,2,2,"bas","med","Dry",0
"Centaurea_jacea","124.68.17.0","A6","Centaurea_jacea","Centaurea decipiens Thuill.","Sexual","Sexual",3.175,0.79375,"4x","4x","Even",44,0.0721590909090909,930,700,"v","H","N","Y","W-Eur.",1,2,2,0,0,0,5,5,9,"Mesobromion","2.6, 6.2, (6.3.1)",2,2,2,"neu","med","Average",1
"Centaurea_rhaetica","124.68.28.0","CH69","Centaurea_rhaetica","Centaurea rhaetica Moritzi","Sexual","Sexual",2.37,1.185,"2x","2x","Even",22,0.107727272727273,738,1190,"v","H","Y","Y","E-Alp.",7,1,2,2,0,0,6,3,8,"Caricenion austroalpinae","(3.2, 3.3), 6.2, 6.5.1, 7.1, 8.2, 9.1.1",2,1,0,"bas","low","Dry",0
"Centaurea_splendens","124.68.14.0","CH169","Centaurea_splendens","Centaurea splendens L.","Sexual","Sexual",1.71,0.855,"2x","2x","Even",18,0.095,274,583.333333333333,"b","H","N","Y","S-Eur.",6,2,1,0,0,0,7,2,8,"Festuco-Brometea","(2.1.1), 2.2, 3.1, 3.2, 3.3, 6.2",2,2,2,"neu","med","veryDry",0
"Hypochaeris_uniflora","124.82.2.0","A120","Hypochaeris_uniflora","Hypochaeris uniflora Vill.","Sexual","Sexual",9.54666666666667,4.77333333333333,"2x","2x","Even",10,0.954666666666667,2176.66666666667,1890,"v","H","N","Y","Alp./Carpat.",42,0,1,2,2,0,7,3,9,"Juncetea trifidi","(6.2, 6.3.1), 6.5.1, 7.1, (9.1.2)",1,2,2,"aci","low","Average",1
"Centaurea_scabiosa_subsp._grinensis","124.68.5.5","CH46","Centaurea_scabiosa_subsp._grinensis","Centaurea scabiosa subsp. grinensis (Reut.) Nyman","Sexual","Sexual",4.02,2.01,"2x","2x","Even",20,0.201,417,1050,"v","H","N","Y","Alp.",10,2,2,2,0,0,6,4,9,"Diplachnion","(3.2), 6.2",2,1,0,"bas","low","veryDry",0
"Centaurea_nervosa","124.68.25.1","CH175","Centaurea_nervosa","Centaurea nervosa Willd. subsp. nervosa","Sexual","Sexual",2.27,1.135,"2x","2x","Even",22,0.103181818181818,1846.5,1750,"v","H","N","Y","S-Eur.-Mont.",32,0,1,2,1,0,7,2,8,"Festucion variae","6.3.1, 6.5.1, (6.7), 7.1, 8.2",2,2,2,"neu","med","Average",0
"Centaurea_leucophaea","124.68.7.0","FR603","Centaurea_leucophaea","Centaurea leucophaea Jord.","Sexual","Sexual",2.78,1.39,"2x","2x","Even",18,0.154444444444444,1233,700,"b","H","N","Y","Medit.",8,2,2,0,0,0,6,4,9,"Festuco-Brometea","(2.2, 2.5.2, 2.6, 3.2), 6.2, 7.3, (9.1.1)",2,2,1,"bas","low","veryDry",0
"Scorzoneroides_crocea","124.83.2.0","CH145","Scorzoneroides_crocea","Leontodon croceus Haenke","Sexual","Sexual",3.73,1.865,"2x","2x","Even",14,0.266428571428571,1777.5,1750,"v","H","N","Y","E-Alp./Carpat.",2,0,0,2,0,0,7,2,8,"Juncetea trifidi","6.5.1, (7.1)",1,2,2,"neu","low","Average",0
"Hypochaeris_radicata","124.82.5.0","CH26","Hypochaeris_radicata","Hypochaeris radicata L.","Sexual","Sexual",2.88,1.44,"2x","2x","Even",8,0.36,328,910,"v","H","N","Y","Eur.",53,2,2,1,0,0,5,6,10,"Cynosurion","2.6, 2.7, 6.2, 6.3.1, (7.1, 9.1.1)",2,2,2,"aci","med","Average",0
"Aposeris_foetida","124.80.1.0","IT51","Aposeris_foetida","Aposeris foetida (L.) Less.","Sexual","Sexual",4.79,2.395,"2x","2x","Even",16,0.299375,1269,1400,"v","H","N","Y","S-Eur.-Mont.",35,0,2,2,0,0,6,3,8,"Fagetalia sylvaticae","(2.6, 3.3, 4.2), 6.3.1, 6.5, 7.1, 7.4.2, 8.2, 9.1.2, (9.2.2), 9.2.3, (9.2.4)",2,2,0,"bas","med","Wet",0
"Erigeron_uniflorus","124.6.9.0","FR640","Erigeron_uniflorus","Erigeron uniflorus L.","Sexual","Sexual",3.2,1.6,"2x","2x","Even",18,0.177777777777778,2713,2575,"v","H","N","Y","Arct.-Alp.",43,0,0,1,2,1,7,3,9,"Oxytropido-Elynion","(3.2, 3.3), 6.5",2,2,2,"neu","low","Dry",0
"Catananche_caerulea","124.75.1.0","FR187","Catananche_caerulea","Catananche caerulea L.","Sexual","Sexual",12.5875,6.29375,"2x","2x","Even",18,0.699305555555556,1507,910,"v","H","N","Y","SW-Eur.",11,2,2,1,0,0,7,3,9,"Rosmarinetalia","(2.2), 3.2, 6.2, 7.3; (2.9.2)",2,2,1,"bas","med","veryDry",0
"Erigeron_bonariensis","124.7.3.0","CH134","Erigeron_bonariensis","Conyza sumatrensis (Retz.) E. Walker","Sexual","Sexual",4.57,0.761666666666667,"6x","Poly","Even",54,0.0846296296296296,604,350,"a","T","N","N","Neotrop.",19,2,0,0,0,0,6,4,9,"NEO_Stellarietea mediae","2.2",2,2,1,"bas","hig","Dry",0
"Centaurea_uniflora","124.68.24.0","FR15","Centaurea_uniflora","Centaurea uniflora Turra","Sexual","Sexual",2.307,1.1535,"2x","2x","Even",22,0.104863636363636,1837.33333333333,1610,"v","H","N","Y","W-Alp./Apen.",9,0,2,2,1,0,7,2,8,"Festucion variae","6.3.1, 6.5.1, (6.7, 7.1, 7.2, 7.4.2)",2,2,2,"neu","med","Dry",0
"Centaurea_scabiosa_subsp._alpestris","124.68.5.2","FR58","Centaurea_scabiosa_subsp._alpestris","Centaurea scabiosa subsp. alpestris (Hegetschw.) Nyman","Sexual","Mixed",7.5282,1.88205,"4x","4x","Even",20,0.37641,1529.2,1750,"v","H","N","Y","S-Eur.-Mont.",36,0,1,2,1,0,6,3,8,"Seslerietalia variae","(2.2), 2.6, (3.2, 6.2), 6.5.1, (7.1,) 7.2, 8.2, 9.1.2",2,2,1,"bas","med","Dry",0
"Cyanus_montanus","124.68.29.0","FR493","Cyanus_montanus","Centaurea montana L.","Sexual","Sexual",4.385,1.49375,"2x","2x","Even",33,0.135795454545455,1815.5,1190,"v","H","N","Y","Eur.-Mont.",39,1,2,2,0,0,5,4,8,"Calamagrostion arundinaceae","(2.5.1, 3.2, 3.3), 6.3.1, 6.5.1, 6.7, 7.2, (7.4.2, 8.2), 9.1.2, 9.2.3, (9.2.4), 9.2.5; 2.9.2",2,2,2,"bas","med","Average",0
