ID_FloraAlpina;ID_Family;Family;ID_Genus;Genus;ID_Species;Species;ID_Subspecies;Subspecies;Longevity;BiologicalForm;Endemic;Indigenous;Distribution;CompleteName;Phenology_Jan;Phenology_Feb;Phenology_Mar;Phenology_Apr;Phenology_May;Phenology_Jun;Phenology_Jul;Phenology_Aug;Phenology_Sep;Phenology_Oct;Phenology_Nov;Phenology_Dec;Collinaire;Montane;Subalpine;Alpine;Nival;A_B;A_K;A_N;A_NT;A_O;A_OT;A_S;A_ST;A_V;CH_AP;CH_BE;CH_FR;CH_GL;CH_GR;CH_LU;CH_SG;CH_SZ;CH_TI;CH_UR;CH_UW;CH_VD;CH_VS;D_OB;D_SW;F_04;F_05;F_06;F_26;F_38;F_73;F_74;F_83;F_84;FL;I_AO;I_BG;I_BL;I_BS;I_BZ;I_CN;I_CO;I_IM;I_NO;I_PN;I_SO;I_SV;I_TN;I_TO;I_TV;I_UD;I_VA;I_VC;I_VI;I_VR;SLO;Phytosociology;Habitat;Ca;Ca/Si;Si;VeryDry;Dry;Average;Wet;Aquatic;w;f1;f2;f3;f4;f5;f6;f7;f8;f9
124.43.2;124;Asteraceae               ;43;Homogyne;2;discolor;;;v;H;N;Y;E-Alp./Illyr.;Homogyne discolor (Jacq.) Cass.;;;;;;x;x;x;;;;;0;1;2;2;0;-;+;+;-;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;-;-;-;-;+;-;-;+;-;-;+;-;-;-;-;+;(Elyno-Seslerietea variae);(3.2), 3.3, 3.4, (5.2), 6.3.1, 6.5, 6.6, 7.1, 8.1, (9.1.2);2;1;0;0;1;2;1;0;0;4;2;0;2;1;0;0;0;0
124.43.3;124;Asteraceae               ;43;Homogyne;3;sylvestris;;;v;H;N;Y;E-Alp./Illyr.;Homogyne sylvestris (Scop.) Cass.;;;;;x;x;;;;;;;1;2;2;0;0;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;-;-;-;-;-;+;-;-;-;-;+;(Aremonio-Fagion);7.1, 7.4.2, 8.2, 9.1.2, 9.2.3;2;1;0;1;2;1;0;0;0;4;2;0;2;1;0;0;0;0
124.44.1;124;Asteraceae               ;44;Adenostyles;1;alliariae;;;v;H;N;Y;S-Eur.-Mont.;Adenostyles alliariae (Gouan) A. Kern.;;;;;;x;x;x;x;;;;0;1;2;1;0;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;;+;+;+;+;(Adenostylion);(2.4, 3.3, 3.4, 4.2, 7.1), 7.2, 8.1, (8.2, 9.1.2, 9.2.3);2;2;2;0;0;1;2;0;0;0;1;2;0;2;4;0;1;2
124.44.2;124;Asteraceae               ;44;Adenostyles;2;glabra;;;v;H;N;Y;S-Eur.-Mont.;Adenostyles glabra (Mill.) DC.;;;;;;x;x;x;;;;;1;1;2;1;0;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;?;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;(Petasition paradoxi);3.3, (4.2), 7.2, (8.2), 9.1.2, 9.2.3, 9.2.5;2;2;0;0;0;1;2;0;0;2;4;2;1;2;1;0;0;0
124.44.3;124;Asteraceae               ;44;Adenostyles;3;leucophylla;;;v;H;Y;Y;W-Alp.;Adenostyles leucophylla (Willd.) Rchb.;;;;;;;x;x;;;;;0;1;2;2;0;-;-;-;+;-;-;-;-;-;-;+;-;+;+;-;-;-;+;+;-;-;+;-;-;+;+;+;;+;+;+;-;-;-;+;+;-;+;+;+;+;-;+;-;+;-;+;+;-;-;;+;-;-;-;Androsacetalia alpinae;3.3;1;1;2;0;0;1;2;0;0;0;0;0;2;1;0;4;2;0
124.45.1;124;Asteraceae               ;45;Arnica;1;montana;;;v;H;N;Y;Eur.;Arnica montana L.;;;;;;x;x;x;;;;;1;1;2;2;0;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;(Nardion strictae);(5.1), 6.4, 6.5.1, 7.1, (7.2), 9.1.2;1;2;2;0;1;2;1;0;1;0;0;0;2;1;0;4;2;0
124.46.1;124;Asteraceae               ;46;Doronicum;1;austriacum;;;v;G;N;Y;S-Eur.-Mont.;Doronicum austriacum Jacq.;;;;;;x;x;x;;;;;1;2;2;0;0;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;-;+;;;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;-;;+;+;+;+;;+;+;+;+;Calamagrostietalia villosae;2.6, (3.4), 4.2, (7.1), 7.2, 8.1, 8.2, 9.1.2, 9.2.3;2;2;1;0;0;1;2;0;0;0;2;4;0;1;2;0;0;0
124.46.5;124;Asteraceae               ;46;Doronicum;5;cataractarum;;;v;G;Y;Y;E-Alp.;Doronicum cataractarum Widder;;;;;;;x;x;x;;;;0;1;2;0;0;-;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Adenostylion);3.4;0;0;2;0;0;0;1;2;0;0;0;0;2;1;0;4;2;0
124.46.8.1;124;Asteraceae               ;46;Doronicum;8;clusii;1;clusii;v;G;;Y;Alp.?;Doronicum clusii (All.) Tausch subsp. clusii;;;;;;;x;x;x;;;;0;0;1;2;1;-;+;-;+;-;+;+;-;+;;+;-;+;+;-;+;-;+;+;+;-;+;-;-;+;+;+;+;;+;+;-;-;+;+;;+;+;+;+;;;+;-;+;;+;+;-;;;+;-;-;-;(Androsacion alpinae);(3.2), 3.3, (6.5.1);1;1;2;0;0;2;1;0;0;0;0;0;1;2;1;2;4;2
124.46.8.2;124;Asteraceae               ;46;Doronicum;8;clusii;2;villosum;v;G;N;Y;E-Alp./Carpat.;Doronicum clusii subsp. villosum (Tausch) Vierh.;;;;;;;x;x;x;;;;0;0;2;2;0;-;+;-;-;-;-;+;+;-;;-;-;;;-;;-;;;;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;;-;;-;;;;;-;;;;;-;;;;-;-;-;(Androsacion alpinae);3.2, 3.3;1;1;2;0;0;2;1;0;0;0;0;0;2;1;0;4;2;0
124.46.2;124;Asteraceae               ;46;Doronicum;2;columnae;;;v;G;N;Y;SE-Eur.-Mont.;Doronicum columnae Ten.;;;;;x;x;x;x;;;;;1;2;2;0;0;-;+;-;+;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;-;+;;-;+;-;;+;-;-;+;-;-;+;+;;(Adenostylion);"(2.7), 3.2, 3.3, 7.1, 7.2, 8.1, 8.2, (9.1.2, 9.2.3); 2.9.2";2;1;0;0;0;1;2;0;0;0;2;4;0;1;2;0;0;0
124.46.7.1;124;Asteraceae               ;46;Doronicum;7;glaciale;1;glaciale;v;G;Y;Y;E-Alp.;Doronicum glaciale (Wulfen) Nyman subsp. glaciale;;;;;;;x;x;;;;;0;0;1;2;0;-;+;-;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;;+;-;+;;+;-;-;;-;-;+;-;-;+;-;-;-;-;+;(Drabion hoppeanae);3.3, (6.6, 8.2);2;2;2;0;0;2;1;0;0;1;2;1;2;4;2;1;2;1
124.46.7.2;124;Asteraceae               ;46;Doronicum;7;glaciale;2;calcareum;v;G;Y;Y;E-Alp.;Doronicum glaciale subsp. calcareum (Vierh.) Hayek;;;;;;;x;x;;;;;0;0;2;2;0;-;-;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Arabidetalia caeruleae);3.2, 3.3, 6.6;2;0;0;0;0;2;1;0;0;4;2;0;0;0;0;0;0;0
124.46.6;124;Asteraceae               ;46;Doronicum;6;grandiflorum;;;v;G;N;Y;S-Eur.-Mont.;Doronicum grandiflorum Lam.;;;;;;;x;x;;;;;0;0;1;2;1;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;-;+;;+;+;+;+;(Thlaspietalia rotundifolii);(3.2), 3.3, (6.5.1, 6.6);2;2;1;0;0;2;1;0;0;2;4;2;1;2;1;0;0;0
124.46.4;124;Asteraceae               ;46;Doronicum;4;pardalianches;;;v;G;N;Y;W-Eur.;Doronicum pardalianches L.;;;;;x;x;x;;;;;;2;2;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;+;-;-;;+;-;-;+;+;+;+;+;+;+;+;;-;-;+;-;+;-;+;+;+;+;-;-;;-;+;-;-;+;+;-;-;-;(Fagetalia sylvaticae);"(2.6, 2.7, 4.2, 9.2.2), 9.2.3, 9.2.4; 2.9.2";2;2;2;0;0;2;1;0;0;0;1;2;0;2;4;0;1;2
124.47.1;124;Asteraceae               ;47;Erechtites;1;hieraciifolia;;;a;T;N;N;Am.;Erechtites hieraciifolia (L.) DC.;;;;;;;x;x;x;x;;;2;1;0;0;0;+;+;+;-;;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+; - [Epilobietea angustifolii];(2.2), 2.6;2;2;2;0;1;2;1;0;0;0;1;2;0;2;4;0;1;2
124.48.22;124;Asteraceae               ;48;Senecio;22;abrotanifolius;;;v;H;N;Y;E-Alp./Illyr.;Senecio abrotanifolius L.;;;;;;;x;x;x;;;;0;1;2;2;0;-;+;+;+;+;+;+;+;+;+;-;-;-;+;-;+;-;+;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;-;+;-;;+;+;-;+;;+;+;;+;+;-;+;(Seslerion variae);(3.2, 3.3), 6.5.1, 7.1, 8.2, (9.1.1, 9.1.2);2;2;2;1;2;1;0;0;0;1;2;1;2;4;2;1;2;1
124.48.15;124;Asteraceae               ;48;Senecio;15;alpinus;;;v;H;N;Y;Alp./Apen.;Senecio alpinus (L.) Scop.;;;;;;;x;x;x;;;;1;1;2;1;0;-;+;-;+;-;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;-;;;-;+;-;-;+;-;+;+;+;+;;+;-;;+;+;-;+;;+;+;;;+;+;;(Rumicion alpini);2.4, 4.1, (6.3.1), 7.2, 8.1;2;2;1;0;0;1;2;0;1;0;0;4;0;0;2;0;0;0
124.49.5;124;Asteraceae               ;49;Tephroseris;5;balbisiana;;;v;H;Y;Y;W-Alp.;Tephroseris balbisiana (DC.) Holub;;;;;;;x;x;;;;;0;1;2;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;;-;-;-;-;;-;-;-;-;-;-;+;-;;-;-;-;;-;+;-;-;-;-;-;-;-;(Adenostylion);4.1, 4.2, 5.1, 7.2;2;2;2;0;0;0;1;2;0;2;1;0;4;2;0;2;1;0
124.48.18;124;Asteraceae               ;48;Senecio;18;aquaticus;;;b, (v);H;N;Y;W-Eur.;Senecio aquaticus Hill;;;;;;x;x;x;x;x;;;2;1;0;0;0;-;+;?;+;+;+;+;+;+;+;+;D;;+;+;+;+;+;-;+;+;-;+;+;+;-;-;+;+;+;+;+;-;-;;;+;+;-;+;+;-;+;-;+;-;;;;-;+;+;+;-;+;(Molinietalia caeruleae);1.4, 5.1, 6.3.2, (9.2.2);2;2;1;0;0;1;2;0;1;0;1;2;0;2;4;0;1;2
124.48.19;124;Asteraceae               ;48;Senecio;19;erraticus;;;b, (v);H;N;Y;S-Eur.;Senecio erraticus Bertol.;;;;;;x;x;x;x;x;;;2;1;0;0;0;+;+;+;-;;-;-;+;D;+;-;-;;+;-;+;-;+;+;-;-;-;-;-;+;;+;-;;-;+;+;-;-;;+;+;+;+;+;+;;+;+;+;;+;;+;+;+;;+;+;+;(Filipendulo-Petasition);1.4, (2.2), 2.5.1, (2.6), 4.2, 6.3.2, (6.7), 7.2, 9.2.2;1;1;2;0;0;1;2;0;1;0;0;0;0;1;2;0;2;4
124.48.9;124;Asteraceae               ;48;Senecio;9;cacaliaster;;;v;H;N;Y;S-Eur.-Mont.;Senecio cacaliaster Lam.;;;;;;x;x;x;;;;;0;2;2;0;0;-;+;-;-;-;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;-;-;-;-;+;-;-;+;-;+;+;-;-;+;+;+;(Mulgedio-Aconitetea);(2.4), 2.6, (3.2), 6.7, 7.2, 7.4.2, 8.1, 9.1.2, 9.2.3;1;2;2;0;0;1;2;0;0;0;1;2;0;2;4;0;1;2
124.48.10;124;Asteraceae               ;48;Senecio;10;doria;;;v;Hel;N;Y;S-Eur.;Senecio doria L.;;;;;;;x;x;x;;;;2;2;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;-;-;+;-;-;-;-;;-;-;;-;;-;;-;;-;;-;+;-;;-;-;-;(Molinietalia caeruleae);1.3, 1.4, 2.5.1, (4.1), 6.3.2, 9.2.2;2;2;2;0;0;1;2;1;1;1;2;1;2;4;2;1;2;1
124.48.14.1;124;Asteraceae               ;48;Senecio;14;doronicum;1;doronicum;v;H;N;Y;S-Eur.-Mont.;Senecio doronicum (L.) L. subsp. doronicum;;;;;;;x;x;;;;;0;1;2;2;0;-;+;?;+;+;+;+;?;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;;+;+;+;+;;+;+;+;+;+;+;;+;+;;+;+;+;+;(Elyno-Seslerietea variae);(3.2), 3.3, 6.5, 7.1, 8.2;2;2;1;0;1;2;1;0;0;4;2;0;2;1;0;0;0;0
124.48.14.2;124;Asteraceae               ;48;Senecio;14;doronicum;2;gerardii;v;H;N;Y;SW-Eur.-Mont.;Senecio doronicum subsp. gerardii (Godr. & Gren.) Nyman;;;;;;x;x;x;;;;;0;2;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;;-;-;+;+;-;+;;;-;-;;;;;;;;-;;;;;;-;-;-;(Ononidion striatae);(3.2), 6.2, (6.5.1, 9.3);2;2;0;1;2;1;0;0;0;4;2;0;2;1;0;0;0;0
124.48.20;124;Asteraceae               ;48;Senecio;20;erucifolius;;;v;H;N;Y;Eurasiat.;Senecio erucifolius L.;;;;;;x;x;x;x;;;;2;2;0;0;0;+;+;+;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;?;+;+;+;;;+;;-;;+;+;;+;+;+;+;(Artemisietea vulgaris);2.1, (2.6, 3.3, 3.5), 6.2, 6.3, 6.6, (7.4.2, 9.2.2);2;2;1;1;2;1;0;0;1;2;4;2;1;2;1;0;0;0
124.48.23;124;Asteraceae               ;48;Senecio;23;gallicus;;;a;T;N;Y;Medit.;Senecio gallicus Vill.;;;;x;x;x;;;;;;;2;2;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;;-;-;+;+;-;-;-;-;-;-;-;-;;-;-;-;;-;-;-;-;-;-;-;-;-;(Stellarietea mediae);2.1, 2.2, 2.5.2, 6.2;2;2;2;1;2;1;0;0;0;1;2;1;2;4;2;1;2;1
124.48.4;124;Asteraceae               ;48;Senecio;4;halleri;;;v;H;Y;Y;W-Alp.;Senecio halleri Dandy;;;;;;;x;x;;;;;0;0;0;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;;;-;;;+;-;-;-;-;+;-;-;-;-;;-;-;+;-;-;-;-;+;-;-;-;+;-;-;-;(Caricion curvulae);(2.5.2), 3.2, 3.3, 6.5;1;1;2;1;2;1;0;0;0;0;0;0;2;1;0;4;2;0
124.48.5;124;Asteraceae               ;48;Senecio;5;inaequidens;;;a, t;T, C;N;N;S-Afr.;Senecio inaequidens DC.;;;;x;x;x;x;x;x;x;x;;2;1;0;0;0;;+;;+;+;;+;+;;;+;;+;;+;;;+;+;;+;+;;;;;;+;+;+;+;;;;+;+;+;+;+;;+;;+;+;;;+;;+;+;;+;+;+;+; - [Artemisietea vulgaris];2.1, 2.2, (2.5.2), 3.2;2;2;2;1;2;1;0;0;1;1;2;1;2;4;2;1;2;1
124.48.2.1;124;Asteraceae               ;48;Senecio;2;incanus;1;incanus;v;H;N;Y;W-Alp./Apen.;Senecio incanus L. subsp. incanus;;;;;;;x;x;x;;;;0;0;2;2;1;-;-;-;-;-;-;-;-;-;-;+;-;-;;-;-;-;+;+;-;;+;-;-;+;+;+;-;+;+;+;-;-;-;+;-;-;-;-;+;-;;+;-;-;-;-;+;-;-;;+;-;-;-;(Caricion curvulae);(2.5), 3.2, 3.3, 6.4, 7.1;0;1;2;1;2;1;0;0;0;0;0;0;2;1;0;4;2;0
124.48.2.2;124;Asteraceae               ;48;Senecio;2;incanus;2;carniolicus;v;H;N;Y;E-Alp./Carpat.;Senecio incanus subsp. carniolicus (Willd.) Braun-Blanq.;;;;;;;x;x;x;;;;0;0;2;2;1;-;+;-;+;-;+;+;+;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;-;+;-;-;-;+;-;+;-;-;+;-;-;-;-;+;(Caricion curvulae);3.2, 3.3, 7.1;0;1;2;1;2;1;0;0;0;0;0;0;2;1;0;4;2;0
124.48.2.3;124;Asteraceae               ;48;Senecio;2;incanus;3;insubricus;v;H;Y;Y;E-Alp.;Senecio incanus subsp. insubricus (Chenevard) Braun-Blanq.;;;;;;x;x;x;;;;;0;0;2;2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;-;-;+;-;;-;+;-;-;-;-;-;-;-;-;-;-;(Caricion curvulae);(3.2), 3.3, 6.5, (7.1);0;1;2;1;2;1;0;0;0;0;0;0;2;1;0;4;2;0
124.48.17;124;Asteraceae               ;48;Senecio;17;jacobaea;;;b, v;H;N;Y;Eurasiat.;Senecio jacobaea L.;;;;;;x;x;x;x;x;;;2;2;1;0;0;+;+;+;+;+;?;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;;-;+;;+;-;+;+;+;+;+;;+;-;;+;+;+;+;;+;-;-;+;(Molinio-Arrhenatheretea);(1.3), 2.2, (2.6, 3.3), 6.2, 6.3.1, 6.7, 7.4.2, (9.1.1, 9.2.2);2;2;2;0;1;2;1;0;1;1;2;1;2;4;2;1;2;1
124.48.13;124;Asteraceae               ;48;Senecio;13;paludosus;;;v;Hel, H;N;Y;Eurosib.;Senecio paludosus L.;;;;;;x;x;x;x;;;;2;1;0;0;0;-;+;-;+;+;-;-;+;-;-;+;-;-;-;+;+;+;-;+;+;;-;+;-;;;-;-;+;+;+;-;-;-;-;+;+;+;+;;+;-;;+;;-;+;;+;+;;;-;-;-;(Magnocaricion);1.3, 2.5.1, 6.3.2, 9.1.2;2;2;2;0;0;0;1;2;1;1;2;1;2;4;2;1;2;1
124.48.3;124;Asteraceae               ;48;Senecio;3;persoonii;;;v;H;Y;Y;W-Alp.;Senecio persoonii De Not.;;;;;;x;x;x;;;;;0;1;2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;;-;-;-;-;-;-;-;(Saxifragenion pedemontanae);3.2, (3.3);1;2;2;2;1;0;0;0;0;0;0;0;2;1;0;4;2;0
124.48.16;124;Asteraceae               ;48;Senecio;16;subalpinus;;;v;H;N;Y;SE-Eur.-Mont.;Senecio subalpinus W. D. J. Koch;;;;;;;x;x;x;;;;0;2;2;0;0;-;+;+;-;+;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;(Mulgedio-Aconitetea);2.4, 2.5.1, 2.6, 4.2, 6.3.2, (7.1), 7.2, (8.2), 9.1.3;2;2;2;0;0;1;2;0;0;0;0;2;0;0;4;0;0;2
124.48.25;124;Asteraceae               ;48;Senecio;25;sylvaticus;;;a;T;N;Y;Eurasiat.;Senecio sylvaticus L.;;;;;;x;x;x;;;;;2;2;1;0;0;+;+;+;+;+;+;+;+;D;-;+;-;-;+;-;+;-;+;-;-;;+;+;+;;-;;+;+;D;+;;;+;;-;-;-;+;;-;+;;-;-;;+;;-;-;-;;-;-;+;(Epilobion angustifolii);(2.2), 2.6, (6.7);1;2;2;0;1;2;1;0;0;0;0;0;0;1;2;0;2;4
124.48.24;124;Asteraceae               ;48;Senecio;24;vernalis;;;a;T;N;N;E-Eur./W-Asiat.;Senecio vernalis Waldst. & Kit.;;;;;x;x;x;x;x;x;x;;2;2;1;0;0;-;+;-;+;-;+;+;+;-;-;-;;-;-;-;-;;-;-;-;;;+;+;;-;;;;-;-;;;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-; - [Stellarietea mediae];2.1, 2.2, (6.3.1, 9.1.1);2;2;2;1;2;1;0;0;0;1;2;1;2;4;2;1;2;1
124.48.26;124;Asteraceae               ;48;Senecio;26;viscosus;;;a;T;N;Y;Eur.;Senecio viscosus L.;;;;;;x;x;x;x;;;;2;2;2;0;0;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;;+;+;+;+;;+;-;;+;(Androsacetalia vandellii);(2.2, 2.4, 2.5.2), 2.6, 3.1, (3.2), 3.3, (3.5);1;2;2;1;2;1;0;0;0;1;2;1;2;4;2;1;2;1
124.48.27;124;Asteraceae               ;48;Senecio;27;vulgaris;;;a, (v);T, (H);N;Y;S-Eur.(-Subcosmop.);Senecio vulgaris L.;x;x;x;x;x;x;x;x;x;x;x;x;2;2;1;0;0;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;(Stellarietea mediae);2.1, 2.2, 2.5, 2.6, 2.7, (3.2, 6.3.1);2;2;2;0;1;2;1;0;0;0;1;2;0;2;4;0;1;2
124.50.1;124;Asteraceae               ;50;Ligularia;1;sibirica;;;v;H;N;;Eurosib.;Ligularia sibirica (L.) Cass.;;;;;;;x;x;;;;;0;2;0;0;0;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;+;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-; - [Magnocaricion];1.3, 5.2;1;2;2;0;0;0;1;2;0;2;1;0;4;2;0;2;1;0
124.51.2;124;Asteraceae               ;51;Calendula;2;arvensis;;;a, (b);T, (H);N;N;Medit.;Calendula arvensis L.;;;;x;x;x;x;x;x;x;x;x;2;0;0;0;0;-;-;+;-;;-;-;+;;-;-;-;-;+;-;;-;-;-;-;-;+;-;-;+;;+;+;;+;+;;;-;;;-;+;-;;;+;;-;-;;D;+;;+;;;-;+;-;(Stellarietea mediae);2.1, (2.2);2;2;0;2;1;0;0;0;0;2;4;2;1;2;1;0;0;0
124.51.1;124;Asteraceae               ;51;Calendula;1;officinalis;;;a, b, v;T, H;N;N;Medit.;Calendula officinalis L.;;;;;;x;x;x;x;x;x;x;2;1;0;0;0;+;+;+;+;+;+;+;+;+;;-;;;;;;;;;;;;-;-;;;;;;-;+;;-;+;;+;+;+;+;;+;;;;;;;;+;;;;+;-;-;(Stellarietea mediae);"2.2, 2.7; 2.9";2;2;2;1;2;1;0;0;0;0;1;2;0;2;4;0;1;2
124.56.2;124;Asteraceae               ;56;Arctium;2;lappa;;;b;H;N;Y;Eurasiat.;Arctium lappa L.;;;;;;;x;x;x;;;;2;2;1;0;0;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;?;;-;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;;+;(Arction lappae);(1.4), 2.2, 2.5.1, 2.6, (7.4.2, 9.2.2, 9.2.5);2;2;2;0;1;2;1;0;0;0;0;2;0;0;4;0;0;2
124.56.3.1;124;Asteraceae               ;56;Arctium;3;minus;1;minus;a, b;T, H;N;Y;Eur.;Arctium minus Bernh. subsp. minus;;;;;;;x;x;x;;;;2;2;1;0;0;+;+;+;+;+;+;+;+;+;;+;;;;;;;;;;;;+;+;+;+;+;;;+;+;+;+;-;+;;+;+;+;+;;;+;+;+;;+;+;+;+;;+;+;+;+;(Arction lappae);2.2, 2.5.1, 2.6, 7.4.2;2;2;2;0;1;2;1;0;0;0;0;2;0;0;4;0;0;2
124.56.3.2;124;Asteraceae               ;56;Arctium;3;minus;2;pubens;b;H;N;Y;Eur.;Arctium minus subsp. pubens (Bab.) Arènes;;;;;;;x;x;x;;;;2;2;1;0;0;-;+;-;+;-;+;-;-;+;;;;;;;;;+;;;;+;-;-;+;+;+;+;;-;+;+;;-;;;;-;+;+;+;+;;;-;;;;+;;;;-;;;(Arction lappae);2.2, 2.6, 7.4.2, 9.2.2;2;2;2;0;1;2;1;0;0;0;0;2;0;0;4;0;0;2
124.56.4;124;Asteraceae               ;56;Arctium;4;nemorosum;;;b;H;N;Y;Eur.;Arctium nemorosum Lej.;;;;;;;x;x;x;;;;0;2;1;0;0;-;+;+;+;+;+;+;+;+;-;+;D;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;-;+;+;;+;+;+;+;+;+;+;+;;;+;;+;+;+;-;-;+;(Atropion);2.6, 7.4.2, (9.1.2), 9.2.2, 9.2.3;2;2;1;0;1;2;1;0;0;0;0;2;0;0;4;0;0;2
124.56.1;124;Asteraceae               ;56;Arctium;1;tomentosum;;;a, b;T, H;N;Y;Eurosib.;Arctium tomentosum Mill.;;;;;;;x;x;x;;;;1;2;1;0;0;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;;+;+;+;+;+;+;-;-;;+;-;+;-;-;-;;;+;;+;+;;;;-;+;;D;+;;+;;+;+;-;+;(Arction lappae);(2.1.2), 2.2, 2.5.1, (7.4.2, 9.2.2);2;2;1;0;2;1;0;0;0;0;0;4;0;0;2;0;0;0
