"Genus...1","sp.","subsp....3","Flora Alpina ID","Genus...5","species","subsp....7","Genus...8","Name (Euro+Med)","Collector's ID","Next collection","Leaf","Seed","Cap","Photo","Herb","~2C","n individuals","Repr mode","2C (final)","SD","PLT","SDT","...24"
"99","0","0","124.99.0.0","Hieracium","rionii",NA,NA,"Hieracium caesioides subsp. rionii","Luca Pegoraro FR-371",NA,"X",NA,"X","X","X","7.33","11",NA,"7.53","0.18","1.94","2.01",NA
"99","19","0","124.99.19.0","Hieracium","caesium aggr.",NA,NA,"Hieracium caesium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","cydoniifolia",NA,NA,"Hieracium cydoniifolium (not in EuroMed)","FR-20",NA,"X",NA,NA,NA,NA,"11.88",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","erioleucum",NA,NA,"Hieracium erioleucum","Oriane Hidalgo (HB Lautaret)",NA,"X",NA,"X","X","X","16.00",NA,NA,"15.97","0.02","2.49","2.89",NA
"99","0","0","124.99","Hieracium","favratii",NA,NA,"Hieracium favratii","Oriane Hidalgo 350 (Hautes-Alpes, France)",NA,"X",NA,"X","X","X","11.82",NA,NA,"11.87","0.00","1.99","1.93",NA
"99","0","0","124.99","Hieracium","froelichianum",NA,NA,"Hieracium froelichianum","FR-120",NA,"X",NA,NA,NA,NA,"11.01",NA,NA,NA,NA,NA,NA,NA
"99","17","0","124.99.17.0","Hieracium","glaucinum aggr.",NA,NA,"Hieracium glaucinum",NA,"CATALUNYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","glaucopsis",NA,NA,"Hieracium glaucopsis","FR-328",NA,"X",NA,NA,NA,NA,"11.44",NA,NA,NA,NA,NA,NA,NA
"99","35","0","124.99.35.0","Hieracium","glaucum",NA,NA,"Hieracium glaucum","ALPS-122",NA,"X","X",NA,NA,"X","11.46",NA,NA,NA,NA,NA,NA,NA
"99","35","0","124.99.35.0","Hieracium","glaucum",NA,NA,"Hieracium glaucum","Oriane Hidalgo 348 (Briançon)",NA,"X",NA,NA,NA,NA,"11.53",NA,"Apomictic","11.53","0.04","2.27","2.10",NA
"99","35","0","124.99.35.0","Hieracium","glaucum",NA,NA,"Hieracium glaucum (cf.)","FR-409",NA,"X",NA,"X","X",NA,"11.85",NA,NA,"11.85","0.02","2.16","2.37",NA
"99","30","0","124.99.30.0","Hieracium","humile",NA,NA,"Hieracium humile","FR-427",NA,"X","X","X","X","X","10.79",NA,"Apomictic","10.89","0.09","2.94","2.87",NA
"99","30","0","124.99.30.0","Hieracium","humile",NA,NA,"Hieracium humile","FR-483",NA,"X",NA,NA,NA,"X","10.60","9",NA,NA,NA,NA,NA,NA
"99","20","0","124.99.20.0","Hieracium","lachenalii",NA,NA,"Hieracium lachenalii","Luca Pegoraro A-94","CATALUNYA","X","?","X","X","X",NA,NA,NA,"14.37","0.08","1.96","1.98",NA
"99","41","0","124.99.41.0","Hieracium","laevigatum aggr.",NA,NA,"Hieracium laevigatum",NA,"CATALUNYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","23","0","124.99.23.0","Hieracium","lawsonii",NA,NA,"Hieracium lawsonii","CH-165",NA,"X",NA,NA,NA,"X","14.23",NA,NA,"14.48","0.14","2.98","3.42",NA
"99","23","0","124.99.23.0","Hieracium","lawsonii",NA,NA,"Hieracium lawsonii","FR-700","CATALUNYA","X",NA,NA,NA,NA,"11.03",NA,"Apomictic","11.03","0.03","2.69","2.73",NA
"99","0","0","124.99","Hieracium","metallicorum",NA,NA,"Hieracium metallicorum","FR-508",NA,"X","X","X","X","X","9.39","5",NA,"9.50","0.15","3.29","2.84",NA
"99","0","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","FR-385 ""hairy""",NA,"X","X",NA,NA,NA,"10.93","10","Apomictic","11.13","0.06","2.30","2.05",NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-108",NA,"X","X",NA,NA,"X","10.79",NA,NA,"10.86","0.06","1.84","1.75",NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-134",NA,"X","X",NA,NA,"X","10.93",NA,NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-219",NA,"X",NA,NA,NA,NA,"10.83",NA,NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-230",NA,"X","X",NA,NA,"X","10.85",NA,NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-244",NA,"X","X",NA,NA,"X","10.88",NA,NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-339",NA,"X",NA,NA,NA,"X","10.74",NA,NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-74",NA,"X","X",NA,NA,"X","10.82",NA,NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-88",NA,"X","X",NA,NA,"X","10.88",NA,NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","ALPS-R6","CATALUNYA/NIMES","X","X",NA,NA,"X","10.83",NA,NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","Luca Pegoraro CH-51",NA,"X",NA,NA,NA,"X","7.32","6",NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","Luca Pegoraro IT-11",NA,"X","X",NA,NA,"X","11.06","15","Apomictic? (R=2.588)",NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","Luca Pegoraro IT-13",NA,"X",NA,NA,NA,NA,"10.71","23",NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","Luca Pegoraro IT-20",NA,"X",NA,NA,NA,"X","7.39 / 11.31","9",NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","Manica Balant 9",NA,"X",NA,"X","X","X",NA,NA,NA,"10.91","0.02","1.80","1.74",NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum","Oriane Hidalgo 396 (France, Alpes)",NA,"X",NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum (cf.)","CH-1",NA,"X","X",NA,NA,"X","7.09","19",NA,NA,NA,NA,NA,NA
"99","0","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum (cf.)","CH-14",NA,"X",NA,"X","X","X","7.07","4",NA,NA,NA,NA,NA,NA
"99","0","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum (cf.)","CH-23",NA,"X","X",NA,NA,NA,"10.63","8",NA,NA,NA,NA,NA,NA
"99","16","0","124.99.16.0","Hieracium","murorum aggr.",NA,NA,"Hieracium murorum subsp. oblongum","FR-517",NA,"X","X","X","X","X","11.03","8",NA,"11.05","0.02","3.14","3.35",NA
"99","27","0","124.99.27.0","Hieracium","pictum",NA,NA,"Hieracium pictum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","26","0","124.99.26.0","Hieracium","piliferum aggr.",NA,NA,"Hieracium piliferum","ALPS-293",NA,"X",NA,NA,NA,NA,"11.63",NA,NA,NA,NA,NA,NA,NA
"99","26","0","124.99.26.0","Hieracium","piliferum aggr.",NA,NA,"Hieracium piliferum","ALPS-322a",NA,"X","X",NA,NA,NA,"11.68",NA,NA,NA,NA,NA,NA,NA
"99","26","0","124.99.26.0","Hieracium","piliferum aggr.",NA,NA,"Hieracium piliferum","FR-550, Galibier",NA,"X",NA,NA,NA,"X","11.88","1",NA,"11.61","0.21","2.98","3.79",NA
"99","26","0","124.99.26.0","Hieracium","piliferum aggr.",NA,NA,"Hieracium piliferum","Rolland Douzet 07-07-2017 (Galibier)",NA,"X",NA,NA,NA,"X","11.84",NA,NA,"11.70","0.23","2.73","3.00",NA
"99","26","0","124.99.26.0","Hieracium","piliferum aggr.",NA,NA,"Hieracium piliferum subsp. glanduliferum","FR-551, Galibier",NA,"X",NA,NA,NA,"X","11.92",NA,NA,"11.78","0.05","2.44","3.20",NA
"99","0","0","124.99","Hieracium","subnivale",NA,NA,"Hieracium piliferum subsp. subnivale","Oriane Hidalgo 306 (Col d'Izoard)",NA,"X",NA,"X","X","X","12.03",NA,NA,"12.06","0.07","2.70","2.82",NA
"99","25","0","124.99.25.0","Hieracium","pilosum",NA,NA,"Hieracium pilosum","FR-370",NA,"X",NA,NA,"X","X","11.90","10",NA,"12.05","0.02","1.95","1.89",NA
"99","25","0","124.99.25.0","Hieracium","pilosum",NA,NA,"Hieracium pilosum","Luca Pegoraro A-75",NA,"X",NA,NA,NA,"X","12.00","5",NA,NA,NA,NA,NA,NA
"99","33","0","124.99.33.0","Hieracium","porrifolium",NA,NA,"Hieracium porrifolium (cf.)","OH 468 (Slovenia)",NA,"X",NA,"X","X","X",NA,NA,NA,"8.00","0.04","3.10","2.26",NA
"99","37","0","124.99.37.0","Hieracium","prenanthoides aggr.",NA,NA,"Hieracium prenanthoides","ALPS-122",NA,"X",NA,NA,NA,NA,"11.55",NA,NA,NA,NA,NA,NA,NA
"99","37","0","124.99.37.0","Hieracium","prenanthoides aggr.",NA,NA,"Hieracium prenanthoides","ALPS-129",NA,"X",NA,NA,NA,NA,"16.45",NA,NA,NA,NA,NA,NA,NA
"99","37","0","124.99.37.0","Hieracium","prenanthoides aggr.",NA,NA,"Hieracium prenanthoides","FR-572, La Grave",NA,"X","X","X","X","X","7.38","11","Sexual","11.27","0.03","2.62","2.78",NA
"99","37","0","124.99.37.0","Hieracium","prenanthoides aggr.",NA,NA,"Hieracium prenanthoides","Luca Pegoraro CH-108",NA,"X",NA,NA,"X","X",NA,NA,NA,"10.95","0.01","1.39","1.67",NA
"99","37","0","124.99.37.0","Hieracium","prenanthoides aggr.",NA,NA,"Hieracium prenanthoides","Luca Pegoraro CH-109",NA,"X",NA,NA,NA,"X",NA,NA,NA,"10.91","0.08","2.93","2.85",NA
"99","37","0","124.99.37.0","Hieracium","prenanthoides aggr.",NA,NA,"Hieracium prenanthoides","Oriane Hidalgo 341 (Briançon)",NA,"X",NA,NA,NA,"X","7.49",NA,NA,"7.49","0.06","2.77","2.20",NA
"99","37","0","124.99.37.0","Hieracium","prenanthoides aggr.",NA,NA,"Hieracium prenanthoides","Oriane Hidalgo 443 (Briançon)",NA,"X",NA,"X","X","X",NA,NA,NA,"10.97","0.00","1.98","2.53",NA
"99","0","0","124.99","Hieracium","pseudocerinthe","H. baseoplecum?",NA,"Hieracium pseudocerinthe","FR-505",NA,"X",NA,NA,NA,"X","11.10",NA,NA,"11.11","0.01","2.75","3.34",NA
"99","38","0","124.99.38.0","Hieracium","racemosum aggr.",NA,NA,"Hieracium racemosum",NA,"CATALUNYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","lactucifolium",NA,NA,"Hieracium ramossisimum subsp. lactucifolium","HB Lautaret",NA,"X",NA,NA,NA,NA,"10.97",NA,NA,"10.97","0.00","2.14","1.78",NA
"99","39","0","124.99.39.0","Hieracium","sabaudum aggr.",NA,NA,"Hieracium sabaudum","CH-139","CATALUNYA","X","X","X","X","X","8.68","5","Fail","8.71","0.00","2.23","2.34",NA
"99","39","0","124.99.39.0","Hieracium","sabaudum aggr.",NA,NA,"Hieracium sabaudum","CZ-7",NA,"X",NA,NA,NA,NA,NA,NA,NA,"12.15","0.56","2.04","2.01",NA
"99","22","0","124.99.22.0","Hieracium","schmidtii aggr.",NA,NA,"Hieracium schmidtii",NA,"CATALUNYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","ALPS-11",NA,"X",NA,NA,NA,NA,"8.45",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","ALPS-18",NA,"X",NA,NA,NA,NA,"8.32",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","ALPS-44",NA,"X",NA,NA,NA,NA,"11.45",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","ALPS-45b",NA,"X","X",NA,NA,NA,"4.76",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","ALPS-48",NA,"X",NA,NA,NA,NA,"4.81",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","ALPS-69",NA,"X",NA,NA,NA,NA,"5.03",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","ALPS-72",NA,"X",NA,NA,NA,NA,"8.34",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","ALPS-75b",NA,"X","X",NA,NA,NA,"11.02",NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","FR-434 = JP 104",NA,"X",NA,NA,NA,NA,"14.28",NA,NA,"14.28","0.03","2.24","2.24",NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","FR-467",NA,"X",NA,NA,NA,NA,"12.01","7",NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","FR-497",NA,"X",NA,NA,NA,NA,"15.49 / 11.79","7",NA,"15.48","0.08","3.11","2.81",NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","FR-529",NA,"X",NA,NA,NA,NA,"10.93",NA,NA,"11.09","0.09","2.86","2.87",NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","FR-577",NA,"X",NA,NA,NA,NA,"7.59","5",NA,"7.35","0.02","2.98","3.20",NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","FR-580",NA,"X",NA,NA,NA,NA,"10.94","9","Apomictic","9.92","1.13","2.56","3.18",NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","Luca Pegoraro A-36",NA,"X",NA,"X","X","X","10.94","7",NA,"11.23","0.02","1.67","2.17",NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","Manica Balant 40",NA,"X",NA,"X","X","X",NA,NA,NA,"4.45","0.01","2.16","1.57",NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","MB 75",NA,"X",NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","OH 496",NA,"X",NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","OH 497",NA,"X",NA,"X","X","X",NA,NA,NA,"11.63","0.01","2.12","2.09",NA
"99","0","0","124.99","Hieracium","sp.",NA,NA,"Hieracium sp.","Oriane Hidalgo 376",NA,"X",NA,"X","X","X",NA,NA,NA,"11.12","0.07","2.88","3.82",NA
"99","36","0","124.99.36.0","Hieracium","sparsum",NA,NA,"Hieracium sparsum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","28","0","124.99.28.0","Hieracium","tomentosum",NA,NA,"Hieracium tomentosum","ALPS-231",NA,"X","X",NA,NA,"X","11.42",NA,NA,NA,NA,NA,NA,NA
"99","28","0","124.99.28.0","Hieracium","tomentosum",NA,NA,"Hieracium tomentosum","ALPS-264",NA,"X",NA,NA,NA,NA,"11.44",NA,NA,NA,NA,NA,NA,NA
"99","28","0","124.99.28.0","Hieracium","tomentosum",NA,NA,"Hieracium tomentosum","FR-726, check dissection number",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA
"99","28","0","124.99.28.0","Hieracium","tomentosum",NA,NA,"Hieracium tomentosum (H. lanatum?)","FR-597 & Oriane Hidalgo 320, JB Lautaret",NA,"X",NA,"X","X",NA,"11.61","3",NA,"11.60","0.02","2.50","2.69",NA
"99","21","0","124.99.21.0","Hieracium","transylvanicum",NA,NA,"Hieracium transivanicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","40","0","124.99.40.0","Hieracium","umbellatum",NA,NA,"Hieracium umbellatum",NA,"CATALUNYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","valdepilosum",NA,NA,"Hieracium valdepilosum","FR-582, JB Lautaret",NA,"X","X","X","X","X","14.96",NA,"Sexual","14.97","0.03","3.02","3.14",NA
"99","0","0","124.99","Hieracium","valdepilosum",NA,NA,"Hieracium valdepilosum","Luca Pegoraro A-124",NA,"X",NA,"X","X","X","11.34",NA,"Apomictic",NA,NA,NA,NA,NA
"99","0","0","124.99","Hieracium","valdepilosum",NA,NA,"Hieracium valdepilosum","MB 77",NA,"X",NA,"X","X","X",NA,NA,NA,"11.47","0.02","2.77","2.49",NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","ALPS-214",NA,"X","X",NA,NA,"X","11.62",NA,NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","ALPS-246",NA,"X","X",NA,NA,"X","11.75",NA,NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","ALPS-247",NA,"X","X",NA,NA,"X","12.07",NA,NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","ALPS-28",NA,"X","X",NA,NA,"X","11.44",NA,NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","ALPS-44",NA,"X","X",NA,NA,"X","11.54",NA,"Apomictic",NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","ALPS-R8",NA,"X","X",NA,NA,"X","11.50",NA,NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","FR-414",NA,"X","X",NA,NA,"X","14.82",NA,NA,"14.97","0.05","1.98","2.22",NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","FR-500",NA,"X",NA,NA,NA,NA,"11.69","13","Apomictic",NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","Luca Pegoraro A-17",NA,"X",NA,NA,NA,"X","12.15","9",NA,"11.92","0.02","1.87","2.23",NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","Luca Pegoraro CH-115",NA,"X",NA,NA,NA,"X","15.24","10",NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","Luca Pegoraro CH-62",NA,"X",NA,NA,NA,NA,"5.28 / 6.95","10",NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","Luca Pegoraro FR-381b, maybe different ploidies?",NA,"X",NA,NA,NA,NA,"12.99","12",NA,"11.42","0.01","2.80","2.73",NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","Manica  Balant 60",NA,"X",NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","Manica  Balant 8",NA,"X",NA,"X","X","X",NA,NA,NA,"11.78","0.05","1.97","1.69",NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","MB 60",NA,"X",NA,NA,NA,NA,"11.82","2",NA,NA,NA,NA,NA,NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum","Oriane Hidalgo 303 (Col d'Izoard)",NA,"X",NA,"X","X","X","11.50",NA,NA,"11.49","0.02","2.31","2.61",NA
"99","24","0","124.99.24.0","Hieracium","villosum",NA,NA,"Hieracium villosum",NA,NA,"X",NA,NA,NA,NA,"14.57",NA,NA,"14.82","0.05","2.60","2.52",NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,NA,"Homogyne alpina","FR-469",NA,"X",NA,NA,NA,NA,"14.62","14",NA,NA,NA,NA,NA,NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,NA,"Homogyne alpina","FR-473",NA,NA,"X",NA,NA,NA,"same ploidy",NA,"Sexual",NA,NA,NA,NA,NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,NA,"Homogyne alpina","FR-547, Galibier",NA,"X","X",NA,NA,NA,"14.75","9","Sexual",NA,NA,NA,NA,NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,NA,"Homogyne alpina","Luca Pegoraro A-13",NA,"X","X",NA,NA,"X",NA,NA,NA,"7.41","0.03","2.81","2.80",NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,NA,"Homogyne alpina","Luca Pegoraro A-72",NA,"X",NA,NA,NA,"X","15.17","6",NA,NA,NA,NA,NA,NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,NA,"Homogyne alpina","Luca Pegoraro CH-52",NA,"X",NA,NA,NA,NA,"12.63","8",NA,NA,NA,NA,NA,NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,"54","Homogyne alpina","Luca Pegoraro FR-372",NA,"X",NA,"X","X","X","14.71",NA,NA,"14.86","0.01","2.61","2.67",NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,NA,"Homogyne alpina","Luca Pegoraro IT-44",NA,"X",NA,NA,NA,"X","15.79","10",NA,"15.23","0.09","2.87","2.64",NA
"43","1","0","124.43.1.0","Homogyne","alpina",NA,NA,"Homogyne alpina","Oriane Hidalgo 298 (Col d'Izoard)",NA,"X","X","X","X","X","14.83",NA,"Sexual","14.93","0.05","2.40","2.21",NA
"43","2","0","124.43.2.0","Homogyne","discolor",NA,NA,"Homogyne discolor","Luca Pegoraro A-87",NA,"X","X","X","X","X",NA,NA,"Sexual","7.32","0.01","2.56","2.19",NA
"43","2","0","124.43.2.0","Homogyne","discolor",NA,NA,"Homogyne discolor","MB 86 (Slovenia, wild)",NA,"X",NA,NA,NA,"X","7.27",NA,NA,NA,NA,NA,NA,NA
"43","2","0","124.43.2.0","Homogyne","discolor",NA,NA,"Homogyne discolor","OH 492 (HB Juliana, Slovenia)",NA,"X",NA,"X","X","X",NA,NA,NA,"7.21","0.05","2.90","2.77",NA
"43","3","0","124.43.3.0","Homogyne","sylvestris",NA,NA,"Homogyne sylvestris","?",NA,"X",NA,NA,NA,NA,NA,NA,NA,"9.28","0.00","2.27","2.15",NA
"43","3","0","124.43.3.0","Homogyne","sylvestris",NA,NA,"Homogyne sylvestris","Manica Balant 45",NA,"X","X","X","X","X",NA,NA,"Sexual","9.22","0.04","2.24","2.72",NA
"77","1","0","124.77.1.0","Hyoseris","radiata",NA,"55","Hyoseris radiata",NA,"CATALUNYA/HERAULT(2-6)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","3","0","124.82.3.0","Hypochaeris","facchiniana",NA,NA,"Hypochaeris facchiniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","4","0","124.82.4.0","Hypochaeris","glabra",NA,NA,"Hypochaeris glabra",NA,"CATALUNYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","ALPS-11",NA,NA,"X",NA,NA,"X","8.46",NA,NA,NA,NA,NA,NA,NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","ALPS-333",NA,"X","X",NA,NA,"X","8.90",NA,NA,"8.90","0.11","2.77","3.11",NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","FR-419",NA,"X","X",NA,NA,NA,"7.88","2",NA,NA,NA,NA,NA,NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","FR-438 = JP 108",NA,"X","X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","Luca Pegoraro FR-392",NA,"X",NA,NA,NA,"X","8.96","10",NA,"8.96","0.02","2.73","2.54",NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","Luca Pegoraro FR-397",NA,"X","X",NA,NA,NA,"8.86","12","Sexual",NA,NA,NA,NA,NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","Manica Balant 29",NA,"X",NA,"?","X","X",NA,NA,NA,"16.04","0.04","2.96","2.43",NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","Oriane Hidalgo 314 (HB Lautaret wild)",NA,NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","1","0","124.82.1.0","Hypochaeris","maculata",NA,NA,"Hypochaeris maculata","Oriane Hidalgo 433",NA,"X",NA,"X","X","X",NA,NA,NA,"9.08","0.03","3.24","2.75",NA
"82","0","0","124.82","Hypochaeris","illyrica",NA,NA,"Hypochaeris maculata subsp. pelivanovicii","Manica Balant",NA,"X",NA,NA,NA,NA,NA,NA,NA,"8.47","0.02","2.96","3.33",NA
"82","5","0","124.82.5.0","Hypochaeris","radicata",NA,NA,"Hypochaeris radicata","CH-26",NA,"X",NA,NA,NA,"X","2.88","4","Sexual",NA,NA,NA,NA,NA
"82","5","0","124.82.5.0","Hypochaeris","radicata",NA,NA,"Hypochaeris radicata","Luca Pegoraro CH-77",NA,"X","X",NA,NA,NA,"2.95","7",NA,NA,NA,NA,NA,NA
"82","5","0","124.82.5.0","Hypochaeris","radicata",NA,NA,"Hypochaeris radicata","Oriane Hidalgo 286 (RBGK wild)",NA,"X",NA,"X","X","X","2.89",NA,"Sexual",NA,NA,NA,NA,NA
"82","0","0","124.82","Hypochaeris","sp.",NA,"56","Hypochaeris sp.","FR-583",NA,"X",NA,NA,NA,NA,NA,NA,NA,"11.55","0.14","2.25","2.96",NA
"82","2","0","124.82.2.0","Hypochaeris","uniflora",NA,NA,"Hypochaeris uniflora","Luca Pegoraro A-120",NA,"X","X",NA,NA,"X","9.74",NA,"Sexual",NA,NA,NA,NA,NA
