Collector ID,ID,Species,Leaf,Seeds,Cap,Photo,Herb,Date,Lat N,Long E,Altitude,Notes,Ø cap,h cap,Ø inv,h inv,Ø stem,Ø syn,h syn,Ø stem syn,Cap/Stem
,MB 107,Cirsium acaule,,x,x,x,x,24/08/2018,45.481655,14.049181,653,"Croatia, Vodice",42.1,51.44,13.88,28.78,13.88 (28.78),/,/,/,/
,MB 108,Eupatorium cannabinum,,x,x,x,x,24/08/2018,45.447964,14.063597,650,"Croatia, Trstenik",6.95,10.25,2.12,5.56,2.12 (5.56),30,83,7.88,1370
,MB 109,Arctium lappa,,x,,,,24/08/2018,45.448286,14.063311,651,"Croatia, Trstenik",/,/,/,/,/ (/),/,/,/,/
,MB 110,Picris hieracioides,x,,x,x,x,25/08/2018,45.3814,13.883616,96,"Croatia, Istrske toplice",25.55,13.57,15.36,8.23,15.36 (8.23),5,27,3.08,21
,MB 111,Inula conyza,x,x,x,x,x,25/08/2018,45.378687,13.882876,38,"Croatia, Istrske toplice",5.42,10.01,5.42,7.29,5.42 (7.29),20,42,6.38,110
,MB 112,Carlina vulgaris,x,x,x,x,x,25/08/2018,45.3814,13.883616,96,"Croatia, Istrske toplice","27,97 (31,81)",19.39,31.81,11.88,31.81 (11.88),/,/,/,/
,MB 113,Crepis kerneri,,x,,,,27/08/2018,45.585423,14.452341,1653,Mt. Snežnik,/,/,/,/,/ (/),/,/,/,/
,MB 114,Leucanthemum liburnicum,x,x,x,x,x,27/08/2018,45.587418,14.448008,1738,Mt. Snežnik,41.77,9.67,16.05,7.23,16.05 (7.23),/,/,/,/
,MB 115,Cirsium eriophorum,x,x,x,x,x,27/08/2018,45.2802,14.201993,1251,"Croatia, Učka",51.28,57.08,43.23,29.6,43.23 (29.6),65,102,19.05,16
,MB 116,Artemisia absinthium,x,x,x,x,x,27/08/2018,45.378046,14.521538,318,"Croatia, Grobnik",4.42,3.11,3.1,1.91,3.1 (1.91),36,69,7.01,2384
,MB 118,Xanthium italicu (strumarum),x,,x,x,x,27/08/2018,45.378788,14.49686,292,"Croatia, Grobnik",4.28,8.86,4.28,5.01,4.28 (5.01),26.2,154.58,6.96,"Female:64, Male: 30"
,MB 119,Scolymus hispanicus,x,,,,,27/08/2018,45.378046,14.521538,318,"Croatia, Grobnik",/,/,/,/,/ (/),/,/,/,/
,MB 120,Centaurea rupestris,,x,,,,24/08/2018,45.481655,14.049181,653,"Croatia, Vodice",/,/,/,/,/ (/),/,/,/,/
,MB 121,Carlina acaulis,,x,,,,27/08/2018,45.2802,14.201993,1251,"Croatia, Učka",/,/,/,/,/ (/),/,/,/,/
,MB 122,Carlina corymbosa subsp. corymbosa,x,x,x,x,x,13/09/2018,45.557214,13.795466,53,Dekani,"24,32 (50,58)","27,96 (31,26)",50.58,31.26,50.58 (31.26),16,19,2.21,3
,MB 123,Crepis kerneri,x,x,x,x,x,16/09/2018,45.592792,14.450638,1534,"Mt. Snežnik, close to Smrekova draga",23.56,15.4,7.63,9.75,7.63 (9.75),/,/,/,/
,MB 124,Leontopodium alpinum,,x,,,,16/09/2018,45.58957,14.448236,1740,Mt. Snežnik,/,/,/,/,/ (/),/,/,/,/
,MB 125,Picris echioides,x,,x,x,x,20/09/2018,45.507604,13.611889,13,Liminjan,27.49,16.48,22.3,10.85,22.3 (10.85),17,30,3.88,11
,MB 126,Hieracium pilosella,x,,x,x,x,20/09/2018,45.611211,13.935477,494,"Kozina, by the highway",33.14,12.85,15.46,8.04,15.46 (8.04),/,/,/,/
,MB 127,Dittrichia graveolens,x,x?,x,x,x,20/09/2018,45.611211,13.935477,494,"Kozina, by the highway",5.21,7.33,4.25,6.32,4.25 (6.32),11,28,3.72,106
,MB 128,Aster squamatus,x,x?,x,x,x,20/09/2018,45.571348,13.789165,79,Škofije,4.16,8,2.97,7.3,2.97 (7.3),29,65,5.51,620
,MB 129,Aster lynosiris,x,,,,x,20/09/2018,45.58839,13.725167,74,Valdoltra,/,/,/,/,/ (/),/,/,/,/
,MB 130,Senecio fontanicola?,,x?,,,,31/07/2018,46.491269,13.737105,835,"Kranjska Gora, Zelenci spring",/,/,/,/,/ (/),/,/,/,/
,MB 131,Hieracium gymnocephalum,x,x,x,x,x,13/10/2018,42.06378,19.544266,79,"Montenegro, Lovčen",31.14,15.28,17.81,10.32,17.81 (10.32),7.63,22.6,2.9,3
,MB 132,Aster albanicus,x,x,x,x,x,12/10/2018,42.06378,19.544266,79,"Albania, Bardanjold",31.54,13.47,7.23,9.44,7.23 (9.44),8,13,1.39,4
,MB 133,Artemisia sp.,x,,x,x,x,12/10/2018,42.06378,19.544266,79,"Albania, Bardanjold",3.8,3.8,3.12,2.59,3.12 (2.59),1,14.5,1.09,30
,MB 134,Aster lynosiris,,,x,x,x,05/10/2018,45.525925,13.642879,81,Jagodje,15.78,17.29,6.4,8.1,6.4 (8.1),4,11.5,1.68,23
,OH 476,Arctium tomentosum ,,x,,,,,,,,,/,/,/,/,/ (/),/,/,/,/
,OH 488,Arctium lappa ,,x,,,,,,,,,/,/,/,/,/ (/),/,/,/,/
